,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsBeforeCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyRateGroups,HourlyRateGroups,MonthlyIncomeGroups,MonthlyRateGroups,TotalWorkingYearsGroups,YearsAtCompanyGroups,AgeGroups,YearsBeforeCompanyGroups
806,52,No,Travel_Rarely,994,Research & Development,7,Master,Life Sciences,1,1118,2,Male,87,3,Mid-Level,Healthcare Representative,2,Single,10445,15322,7,Y,No,19,3,4,80,0,18,4,3,8,10,6,4,0,I - 900 => 1000,H - 80 => 90,J - 10000 => 11000,O - 15000 => 16000,F - 16 => 20 Years,D - 6 => 10 Years,F - 51 => 60 Years,B - 2 => 3 Years
807,38,No,Travel_Rarely,770,Sales,10,Master,Marketing,1,1119,3,Male,73,2,Mid-Level,Sales Executive,3,Divorced,8740,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,1,7,2,7,G - 700 => 800,G - 70 => 80,H - 8000 => 9000,E - 5000 => 6000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
808,29,No,Travel_Rarely,1107,Research & Development,28,Master,Life Sciences,1,1120,3,Female,93,3,Entry Level,Research Scientist,4,Divorced,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7,4,5,1,7,K - 1100 => 1200,I - 90 => 100,B - 2000 => 3000,Z - 26000 => 27000,E - 11 => 15 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
809,28,No,Travel_Rarely,950,Research & Development,3,Bachelor,Medical,1,1121,4,Female,93,3,Mid-Level,Manufacturing Director,2,Divorced,7655,8039,0,Y,No,17,3,2,80,3,10,3,2,9,1,7,1,7,I - 900 => 1000,I - 90 => 100,G - 7000 => 8000,H - 8000 => 9000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
810,46,No,Travel_Rarely,406,Sales,3,Below College ,Marketing,1,1124,1,Male,52,3,Senior,Manager,3,Married,17465,15596,3,Y,No,12,3,4,80,1,23,3,3,12,11,9,4,9,D - 400 => 500,E - 50 => 60,Q - 17000 => 18000,O - 15000 => 16000,G - 21 => 25 Years,E - 11 => 15 Years,E - 41 => 50 Years,B - 2 => 3 Years
811,38,No,Travel_Rarely,130,Sales,2,College,Marketing,1,1125,4,Male,32,3,Mid-Level,Sales Executive,2,Single,7351,20619,7,Y,No,16,3,3,80,0,10,2,3,1,9,0,0,0,A - 100 => 200,C - 30 => 40,G - 7000 => 8000,T - 20000 => 21000,D - 6 => 10 Years,A - 0 => 1 Year,D - 31 => 40 Years,B - 2 => 3 Years
812,43,No,Travel_Frequently,1082,Research & Development,27,Bachelor,Life Sciences,1,1126,3,Female,83,3,Mid-Level,Manufacturing Director,1,Married,10820,11535,8,Y,No,11,3,3,80,1,18,1,3,8,10,7,0,1,J - 1000 => 1100,H - 80 => 90,J - 10000 => 11000,K - 11000 => 12000,F - 16 => 20 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
813,39,Yes,Travel_Frequently,203,Research & Development,2,Bachelor,Life Sciences,1,1127,1,Male,84,3,Senior,Healthcare Representative,4,Divorced,12169,13547,7,Y,No,11,3,4,80,3,21,4,3,18,3,7,11,5,B - 200 => 300,H - 80 => 90,L - 12000 => 13000,M - 13000 => 14000,G - 21 => 25 Years,F - 16 => 20 Years,D - 31 => 40 Years,B - 2 => 3 Years
814,40,No,Travel_Rarely,1308,Research & Development,14,Bachelor,Medical,1,1128,3,Male,44,2,Expert,Research Director,3,Single,19626,17544,1,Y,No,14,3,1,80,0,21,2,4,20,1,7,4,9,M - 1300 => 1400,D - 40 => 50,S - 19000 => 20000,Q - 17000 => 18000,G - 21 => 25 Years,F - 16 => 20 Years,D - 31 => 40 Years,B - 2 => 3 Years
815,21,No,Travel_Rarely,984,Research & Development,1,Below College ,Technical Degree,1,1131,4,Female,70,2,Entry Level,Research Scientist,2,Single,2070,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,0,2,2,2,I - 900 => 1000,F - 60 => 70,B - 2000 => 3000,Y - 25000 => 26000,B - 2 => 3 Years,B - 2 => 3 Years,A - 18 => 21 Years,B - 2 => 3 Years
816,39,No,Non-Travel,439,Research & Development,9,Bachelor,Life Sciences,1,1132,3,Male,70,3,Junior,Laboratory Technician,2,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,4,0,3,D - 400 => 500,F - 60 => 70,F - 6000 => 7000,H - 8000 => 9000,D - 6 => 10 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
817,36,No,Non-Travel,217,Research & Development,18,Master,Life Sciences,1,1133,1,Male,78,3,Junior,Manufacturing Director,4,Single,7779,23238,2,Y,No,20,4,1,80,0,18,0,3,11,7,9,0,9,B - 200 => 300,G - 70 => 80,G - 7000 => 8000,W - 23000 => 24000,F - 16 => 20 Years,E - 11 => 15 Years,D - 31 => 40 Years,B - 2 => 3 Years
818,31,No,Travel_Frequently,793,Sales,20,Bachelor,Life Sciences,1,1135,3,Male,67,4,Entry Level,Sales Representative,4,Married,2791,21981,0,Y,No,12,3,1,80,1,3,4,3,2,1,2,2,2,G - 700 => 800,F - 60 => 70,B - 2000 => 3000,U - 21000 => 22000,B - 2 => 3 Years,B - 2 => 3 Years,D - 31 => 40 Years,B - 2 => 3 Years
819,28,No,Travel_Rarely,1451,Research & Development,2,Below College ,Life Sciences,1,1136,1,Male,67,2,Entry Level,Research Scientist,2,Married,3201,19911,0,Y,No,17,3,1,80,0,6,2,1,5,1,3,0,4,N - 1400 => 1500,F - 60 => 70,C - 3000 => 4000,S - 19000 => 20000,D - 6 => 10 Years,C - 4 => 5 Years,C - 26 => 30 Years,B - 2 => 3 Years
820,35,No,Travel_Frequently,1182,Sales,11,College,Marketing,1,1137,4,Male,54,3,Junior,Sales Executive,4,Divorced,4968,18500,1,Y,No,11,3,4,80,1,5,3,3,5,0,2,0,2,K - 1100 => 1200,E - 50 => 60,D - 4000 => 5000,R - 18000 => 19000,C - 4 => 5 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
821,49,No,Travel_Rarely,174,Sales,8,Master,Technical Degree,1,1138,4,Male,56,2,Senior,Sales Executive,2,Married,13120,11879,6,Y,No,17,3,2,80,1,22,3,3,9,13,8,2,3,A - 100 => 200,E - 50 => 60,M - 13000 => 14000,K - 11000 => 12000,G - 21 => 25 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
822,34,No,Travel_Frequently,1003,Research & Development,2,College,Life Sciences,1,1140,4,Male,95,3,Junior,Manufacturing Director,3,Single,4033,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,2,0,2,J - 1000 => 1100,I - 90 => 100,D - 4000 => 5000,O - 15000 => 16000,C - 4 => 5 Years,B - 2 => 3 Years,D - 31 => 40 Years,B - 2 => 3 Years
823,29,No,Travel_Frequently,490,Research & Development,10,Bachelor,Life Sciences,1,1143,4,Female,61,3,Entry Level,Research Scientist,2,Divorced,3291,17940,0,Y,No,14,3,4,80,2,8,2,2,7,1,5,1,1,D - 400 => 500,F - 60 => 70,C - 3000 => 4000,Q - 17000 => 18000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
824,42,No,Travel_Rarely,188,Research & Development,29,Bachelor,Medical,1,1148,2,Male,56,1,Junior,Laboratory Technician,4,Single,4272,9558,4,Y,No,19,3,1,80,0,16,3,3,1,15,0,0,0,A - 100 => 200,E - 50 => 60,D - 4000 => 5000,I - 9000 => 10000,F - 16 => 20 Years,A - 0 => 1 Year,E - 41 => 50 Years,B - 2 => 3 Years
825,29,No,Travel_Rarely,718,Research & Development,8,Below College ,Medical,1,1150,2,Male,79,2,Junior,Manufacturing Director,4,Married,5056,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,0,7,1,2,G - 700 => 800,G - 70 => 80,E - 5000 => 6000,Q - 17000 => 18000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
826,38,No,Travel_Rarely,433,Human Resources,1,Bachelor,Human Resources,1,1152,3,Male,37,4,Entry Level,Human Resources,3,Married,2844,6004,1,Y,No,13,3,4,80,1,7,2,4,7,0,6,5,0,D - 400 => 500,C - 30 => 40,B - 2000 => 3000,F - 6000 => 7000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
827,28,No,Travel_Frequently,773,Research & Development,6,Bachelor,Life Sciences,1,1154,3,Male,39,2,Entry Level,Research Scientist,3,Divorced,2703,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,0,1,0,2,G - 700 => 800,C - 30 => 40,B - 2000 => 3000,V - 22000 => 23000,B - 2 => 3 Years,B - 2 => 3 Years,C - 26 => 30 Years,B - 2 => 3 Years
828,18,Yes,Non-Travel,247,Research & Development,8,Below College ,Medical,1,1156,3,Male,80,3,Entry Level,Laboratory Technician,3,Single,1904,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0,0,B - 200 => 300,G - 70 => 80,A - 1000 => 2000,M - 13000 => 14000,A - 0 => 1 Year,A - 0 => 1 Year,A - 18 => 21 Years,B - 2 => 3 Years
829,33,Yes,Travel_Rarely,603,Sales,9,Master,Marketing,1,1157,1,Female,77,3,Junior,Sales Executive,1,Single,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,1,2,0,3,F - 600 => 700,G - 70 => 80,H - 8000 => 9000,R - 18000 => 19000,D - 6 => 10 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
830,41,No,Travel_Rarely,167,Research & Development,12,Master,Life Sciences,1,1158,2,Male,46,3,Entry Level,Laboratory Technician,4,Married,4766,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,5,0,0,0,A - 100 => 200,D - 40 => 50,D - 4000 => 5000,I - 9000 => 10000,D - 6 => 10 Years,A - 0 => 1 Year,E - 41 => 50 Years,B - 2 => 3 Years
831,31,Yes,Travel_Frequently,874,Research & Development,15,Bachelor,Medical,1,1160,3,Male,72,3,Entry Level,Laboratory Technician,3,Married,2610,6233,1,Y,No,12,3,3,80,1,2,5,2,2,0,2,2,2,H - 800 => 900,G - 70 => 80,B - 2000 => 3000,F - 6000 => 7000,B - 2 => 3 Years,B - 2 => 3 Years,D - 31 => 40 Years,B - 2 => 3 Years
832,37,No,Travel_Rarely,367,Research & Development,25,College,Medical,1,1161,3,Female,52,2,Junior,Healthcare Representative,4,Divorced,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6,3,2,1,3,C - 300 => 400,E - 50 => 60,E - 5000 => 6000,Q - 17000 => 18000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
833,27,No,Travel_Rarely,199,Research & Development,6,Bachelor,Life Sciences,1,1162,4,Male,55,2,Entry Level,Research Scientist,3,Married,2539,7950,1,Y,No,13,3,3,80,1,4,0,3,4,0,2,2,2,A - 100 => 200,E - 50 => 60,B - 2000 => 3000,G - 7000 => 8000,C - 4 => 5 Years,C - 4 => 5 Years,C - 26 => 30 Years,B - 2 => 3 Years
834,34,No,Travel_Rarely,1400,Sales,9,Below College ,Life Sciences,1,1163,2,Female,70,3,Junior,Sales Executive,3,Married,5714,5829,1,Y,No,20,4,1,80,0,6,3,2,6,0,5,1,3,M - 1300 => 1400,F - 60 => 70,E - 5000 => 6000,E - 5000 => 6000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
835,35,No,Travel_Rarely,528,Human Resources,8,Master,Technical Degree,1,1164,3,Male,100,3,Entry Level,Human Resources,3,Single,4323,7108,1,Y,No,17,3,2,80,0,6,2,1,5,1,4,1,4,E - 500 => 600,I - 90 => 100,D - 4000 => 5000,G - 7000 => 8000,D - 6 => 10 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
836,29,Yes,Travel_Rarely,408,Sales,23,Below College ,Life Sciences,1,1165,4,Female,45,2,Mid-Level,Sales Executive,1,Married,7336,11162,1,Y,No,13,3,1,80,1,11,3,1,11,0,8,3,10,D - 400 => 500,D - 40 => 50,G - 7000 => 8000,K - 11000 => 12000,E - 11 => 15 Years,E - 11 => 15 Years,C - 26 => 30 Years,B - 2 => 3 Years
837,40,No,Travel_Frequently,593,Research & Development,9,Master,Medical,1,1166,2,Female,88,3,Mid-Level,Research Director,3,Single,13499,13782,9,Y,No,17,3,3,80,0,20,3,2,18,2,7,2,13,E - 500 => 600,H - 80 => 90,M - 13000 => 14000,M - 13000 => 14000,F - 16 => 20 Years,F - 16 => 20 Years,D - 31 => 40 Years,B - 2 => 3 Years
838,42,Yes,Travel_Frequently,481,Sales,12,Bachelor,Life Sciences,1,1167,3,Male,44,3,Senior,Sales Executive,1,Single,13758,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,1,9,13,14,D - 400 => 500,D - 40 => 50,M - 13000 => 14000,B - 2000 => 3000,G - 21 => 25 Years,G - 21 => 25 Years,E - 41 => 50 Years,B - 2 => 3 Years
839,42,No,Travel_Rarely,647,Sales,4,Master,Marketing,1,1171,2,Male,45,3,Junior,Sales Executive,1,Single,5155,2253,7,Y,No,13,3,4,80,0,9,3,4,6,3,4,1,5,F - 600 => 700,D - 40 => 50,E - 5000 => 6000,B - 2000 => 3000,D - 6 => 10 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
840,35,No,Travel_Rarely,982,Research & Development,1,Master,Medical,1,1172,4,Male,58,2,Entry Level,Laboratory Technician,3,Married,2258,16340,6,Y,No,12,3,2,80,1,10,2,3,8,2,0,1,7,I - 900 => 1000,E - 50 => 60,B - 2000 => 3000,P - 16000 => 17000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
841,24,No,Travel_Rarely,477,Research & Development,24,Bachelor,Medical,1,1173,4,Male,49,3,Entry Level,Laboratory Technician,2,Single,3597,6409,8,Y,No,22,4,4,80,0,6,2,3,4,2,3,1,2,D - 400 => 500,D - 40 => 50,C - 3000 => 4000,F - 6000 => 7000,D - 6 => 10 Years,C - 4 => 5 Years,B - 22 => 25 Years,B - 2 => 3 Years
842,28,Yes,Travel_Rarely,1485,Research & Development,12,Below College ,Life Sciences,1,1175,3,Female,79,3,Entry Level,Laboratory Technician,4,Married,2515,22955,1,Y,Yes,11,3,4,80,0,1,4,2,1,0,1,0,0,N - 1400 => 1500,G - 70 => 80,B - 2000 => 3000,V - 22000 => 23000,A - 0 => 1 Year,A - 0 => 1 Year,C - 26 => 30 Years,B - 2 => 3 Years
843,26,No,Travel_Rarely,1384,Research & Development,3,Master,Medical,1,1177,1,Male,82,4,Entry Level,Laboratory Technician,4,Married,4420,13421,1,Y,No,22,4,2,80,1,8,2,3,8,0,7,0,7,M - 1300 => 1400,H - 80 => 90,D - 4000 => 5000,M - 13000 => 14000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
844,30,No,Travel_Rarely,852,Sales,10,Bachelor,Marketing,1,1179,3,Male,72,2,Junior,Sales Executive,3,Married,6578,2706,1,Y,No,18,3,1,80,1,10,3,3,10,0,3,1,4,H - 800 => 900,G - 70 => 80,F - 6000 => 7000,B - 2000 => 3000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
845,40,No,Travel_Frequently,902,Research & Development,26,College,Medical,1,1180,3,Female,92,2,Junior,Research Scientist,4,Married,4422,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,15,1,0,0,I - 900 => 1000,I - 90 => 100,D - 4000 => 5000,U - 21000 => 22000,F - 16 => 20 Years,A - 0 => 1 Year,D - 31 => 40 Years,B - 2 => 3 Years
846,35,No,Travel_Rarely,819,Research & Development,2,Bachelor,Life Sciences,1,1182,3,Male,44,2,Mid-Level,Manufacturing Director,2,Divorced,10274,19588,2,Y,No,18,3,2,80,1,15,2,4,7,8,7,6,4,H - 800 => 900,D - 40 => 50,J - 10000 => 11000,S - 19000 => 20000,E - 11 => 15 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
847,34,No,Travel_Frequently,669,Research & Development,1,Bachelor,Medical,1,1184,4,Male,97,2,Junior,Healthcare Representative,1,Single,5343,25755,0,Y,No,20,4,3,80,0,14,3,3,13,1,9,4,9,F - 600 => 700,I - 90 => 100,E - 5000 => 6000,Y - 25000 => 26000,E - 11 => 15 Years,E - 11 => 15 Years,D - 31 => 40 Years,B - 2 => 3 Years
848,35,No,Travel_Frequently,636,Research & Development,4,Master,Other,1,1185,4,Male,47,2,Entry Level,Laboratory Technician,4,Married,2376,26537,1,Y,No,13,3,2,80,1,2,2,4,2,0,2,2,2,F - 600 => 700,D - 40 => 50,B - 2000 => 3000,Z - 26000 => 27000,B - 2 => 3 Years,B - 2 => 3 Years,D - 31 => 40 Years,B - 2 => 3 Years
849,43,Yes,Travel_Rarely,1372,Sales,9,Bachelor,Marketing,1,1188,1,Female,85,1,Junior,Sales Executive,3,Single,5346,9489,8,Y,No,13,3,2,80,0,7,2,2,4,3,3,1,3,M - 1300 => 1400,H - 80 => 90,E - 5000 => 6000,I - 9000 => 10000,D - 6 => 10 Years,C - 4 => 5 Years,E - 41 => 50 Years,B - 2 => 3 Years
850,32,No,Non-Travel,862,Sales,2,Below College ,Life Sciences,1,1190,3,Female,76,3,Entry Level,Sales Representative,1,Divorced,2827,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0,0,H - 800 => 900,G - 70 => 80,B - 2000 => 3000,N - 14000 => 15000,A - 0 => 1 Year,A - 0 => 1 Year,D - 31 => 40 Years,B - 2 => 3 Years
851,56,No,Travel_Rarely,718,Research & Development,4,Master,Technical Degree,1,1191,4,Female,92,3,Expert,Manager,1,Divorced,19943,18575,4,Y,No,13,3,4,80,1,28,2,3,5,23,2,4,2,G - 700 => 800,I - 90 => 100,S - 19000 => 20000,R - 18000 => 19000,H - 25 => 30 Years,C - 4 => 5 Years,F - 51 => 60 Years,B - 2 => 3 Years
852,29,No,Travel_Rarely,1401,Research & Development,6,Below College ,Medical,1,1192,2,Female,54,3,Entry Level,Laboratory Technician,4,Married,3131,26342,1,Y,No,13,3,1,80,1,10,5,3,10,0,8,0,8,N - 1400 => 1500,E - 50 => 60,C - 3000 => 4000,Z - 26000 => 27000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
853,19,No,Travel_Rarely,645,Research & Development,9,College,Life Sciences,1,1193,3,Male,54,3,Entry Level,Research Scientist,1,Single,2552,7172,1,Y,No,25,4,3,80,0,1,4,3,1,0,1,0,0,F - 600 => 700,E - 50 => 60,B - 2000 => 3000,G - 7000 => 8000,A - 0 => 1 Year,A - 0 => 1 Year,A - 18 => 21 Years,B - 2 => 3 Years
854,45,No,Travel_Rarely,1457,Research & Development,7,Bachelor,Medical,1,1195,1,Female,83,3,Entry Level,Research Scientist,3,Married,4477,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,4,2,0,2,N - 1400 => 1500,H - 80 => 90,D - 4000 => 5000,T - 20000 => 21000,D - 6 => 10 Years,B - 2 => 3 Years,E - 41 => 50 Years,B - 2 => 3 Years
855,37,No,Travel_Rarely,977,Research & Development,1,Bachelor,Life Sciences,1,1196,4,Female,56,2,Junior,Manufacturing Director,4,Married,6474,9961,1,Y,No,13,3,2,80,1,14,2,2,14,0,8,3,11,I - 900 => 1000,E - 50 => 60,F - 6000 => 7000,I - 9000 => 10000,E - 11 => 15 Years,E - 11 => 15 Years,D - 31 => 40 Years,B - 2 => 3 Years
856,20,No,Travel_Rarely,805,Research & Development,3,Bachelor,Life Sciences,1,1198,1,Male,87,2,Entry Level,Laboratory Technician,3,Single,3033,12828,1,Y,No,12,3,1,80,0,2,2,2,2,0,2,1,2,H - 800 => 900,H - 80 => 90,C - 3000 => 4000,L - 12000 => 13000,B - 2 => 3 Years,B - 2 => 3 Years,A - 18 => 21 Years,B - 2 => 3 Years
857,44,Yes,Travel_Rarely,1097,Research & Development,10,Master,Life Sciences,1,1200,3,Male,96,3,Entry Level,Research Scientist,3,Single,2936,10826,1,Y,Yes,11,3,3,80,0,6,4,3,6,0,4,0,2,J - 1000 => 1100,I - 90 => 100,B - 2000 => 3000,J - 10000 => 11000,D - 6 => 10 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
858,53,No,Travel_Rarely,1223,Research & Development,7,College,Medical,1,1201,4,Female,50,3,Expert,Manager,3,Divorced,18606,18640,3,Y,No,18,3,2,80,1,26,6,3,7,19,7,4,7,L - 1200 => 1300,D - 40 => 50,R - 18000 => 19000,R - 18000 => 19000,H - 25 => 30 Years,D - 6 => 10 Years,F - 51 => 60 Years,B - 2 => 3 Years
859,29,No,Travel_Rarely,942,Research & Development,15,Below College ,Life Sciences,1,1202,2,Female,69,1,Entry Level,Research Scientist,4,Married,2168,26933,0,Y,Yes,18,3,1,80,1,6,2,2,5,1,4,1,3,I - 900 => 1000,F - 60 => 70,B - 2000 => 3000,Z - 26000 => 27000,D - 6 => 10 Years,C - 4 => 5 Years,C - 26 => 30 Years,B - 2 => 3 Years
860,22,Yes,Travel_Frequently,1256,Research & Development,3,Master,Life Sciences,1,1203,3,Male,48,2,Entry Level,Research Scientist,4,Married,2853,4223,0,Y,Yes,11,3,2,80,1,1,5,3,0,1,0,0,0,L - 1200 => 1300,D - 40 => 50,B - 2000 => 3000,D - 4000 => 5000,A - 0 => 1 Year,A - 0 => 1 Year,B - 22 => 25 Years,B - 2 => 3 Years
861,46,No,Travel_Rarely,1402,Sales,2,Bachelor,Marketing,1,1204,3,Female,69,3,Senior,Manager,1,Married,17048,24097,8,Y,No,23,4,1,80,0,28,2,3,26,2,15,15,9,N - 1400 => 1500,F - 60 => 70,Q - 17000 => 18000,X - 24000 => 25000,H - 25 => 30 Years,H - 25 => 30 Years,E - 41 => 50 Years,B - 2 => 3 Years
862,44,No,Non-Travel,111,Research & Development,17,Bachelor,Life Sciences,1,1206,4,Male,74,1,Entry Level,Research Scientist,3,Single,2290,4279,2,Y,No,13,3,4,80,0,6,3,3,0,6,0,0,0,A - 100 => 200,G - 70 => 80,B - 2000 => 3000,D - 4000 => 5000,D - 6 => 10 Years,A - 0 => 1 Year,E - 41 => 50 Years,B - 2 => 3 Years
863,33,No,Travel_Rarely,147,Human Resources,2,Bachelor,Human Resources,1,1207,2,Male,99,3,Entry Level,Human Resources,3,Married,3600,8429,1,Y,No,13,3,4,80,1,5,2,3,5,0,4,1,4,A - 100 => 200,I - 90 => 100,C - 3000 => 4000,H - 8000 => 9000,C - 4 => 5 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
864,41,Yes,Non-Travel,906,Research & Development,5,College,Life Sciences,1,1210,1,Male,95,2,Entry Level,Research Scientist,1,Divorced,2107,20293,6,Y,No,17,3,1,80,1,5,2,1,1,4,0,0,0,I - 900 => 1000,I - 90 => 100,B - 2000 => 3000,T - 20000 => 21000,C - 4 => 5 Years,A - 0 => 1 Year,E - 41 => 50 Years,B - 2 => 3 Years
865,30,No,Travel_Rarely,1329,Sales,29,Master,Life Sciences,1,1211,3,Male,61,3,Junior,Sales Executive,1,Divorced,4115,13192,8,Y,No,19,3,3,80,3,8,3,3,4,4,3,0,3,M - 1300 => 1400,F - 60 => 70,D - 4000 => 5000,M - 13000 => 14000,D - 6 => 10 Years,C - 4 => 5 Years,C - 26 => 30 Years,B - 2 => 3 Years
866,40,No,Travel_Frequently,1184,Sales,2,Master,Medical,1,1212,2,Male,62,3,Junior,Sales Executive,2,Married,4327,25440,5,Y,No,12,3,4,80,3,5,2,3,0,5,0,0,0,K - 1100 => 1200,F - 60 => 70,D - 4000 => 5000,Y - 25000 => 26000,C - 4 => 5 Years,A - 0 => 1 Year,D - 31 => 40 Years,B - 2 => 3 Years
867,50,No,Travel_Frequently,1421,Research & Development,2,Bachelor,Medical,1,1215,4,Female,30,3,Senior,Manager,1,Married,17856,9490,2,Y,No,22,4,3,80,1,32,3,3,2,30,2,2,2,N - 1400 => 1500,B - 20 => 30,Q - 17000 => 18000,I - 9000 => 10000,I - 31 => 35 Years,B - 2 => 3 Years,E - 41 => 50 Years,B - 2 => 3 Years
868,28,No,Travel_Rarely,1179,Research & Development,19,Master,Medical,1,1216,4,Male,78,2,Entry Level,Laboratory Technician,1,Married,3196,12449,1,Y,No,12,3,3,80,3,6,2,3,6,0,5,3,3,K - 1100 => 1200,G - 70 => 80,C - 3000 => 4000,L - 12000 => 13000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
869,46,No,Travel_Rarely,1450,Research & Development,15,College,Life Sciences,1,1217,4,Male,52,3,Expert,Research Director,2,Married,19081,10849,5,Y,No,11,3,1,80,1,25,2,3,4,21,2,0,3,N - 1400 => 1500,E - 50 => 60,S - 19000 => 20000,J - 10000 => 11000,G - 21 => 25 Years,C - 4 => 5 Years,E - 41 => 50 Years,B - 2 => 3 Years
870,35,No,Travel_Rarely,1361,Sales,17,Master,Life Sciences,1,1218,3,Male,94,3,Junior,Sales Executive,1,Married,8966,21026,3,Y,Yes,15,3,4,80,3,15,2,3,7,8,7,1,7,M - 1300 => 1400,I - 90 => 100,H - 8000 => 9000,U - 21000 => 22000,E - 11 => 15 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
871,24,Yes,Travel_Rarely,984,Research & Development,17,College,Life Sciences,1,1219,4,Female,97,3,Entry Level,Laboratory Technician,2,Married,2210,3372,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0,0,I - 900 => 1000,I - 90 => 100,B - 2000 => 3000,C - 3000 => 4000,A - 0 => 1 Year,A - 0 => 1 Year,B - 22 => 25 Years,B - 2 => 3 Years
872,33,No,Travel_Frequently,1146,Sales,25,Bachelor,Medical,1,1220,2,Female,82,3,Junior,Sales Executive,3,Married,4539,4905,1,Y,No,12,3,1,80,1,10,3,2,10,0,7,0,1,K - 1100 => 1200,H - 80 => 90,D - 4000 => 5000,D - 4000 => 5000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
873,36,No,Travel_Rarely,917,Research & Development,6,Master,Life Sciences,1,1221,3,Male,60,1,Entry Level,Laboratory Technician,3,Divorced,2741,6865,1,Y,No,14,3,3,80,1,7,4,3,7,0,7,1,7,I - 900 => 1000,E - 50 => 60,B - 2000 => 3000,F - 6000 => 7000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
874,30,No,Travel_Rarely,853,Research & Development,7,Master,Life Sciences,1,1224,3,Male,49,3,Junior,Laboratory Technician,3,Divorced,3491,11309,1,Y,No,13,3,1,80,3,10,4,2,10,0,7,8,9,H - 800 => 900,D - 40 => 50,C - 3000 => 4000,K - 11000 => 12000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
